course_id,title,session_count,duration_min,format,intensity,api_tags,numerology_tags,chakra_tags,energy_poles,auto_tag_confidence,review_required,source_event_ids
haf-2025-ad67ebb6b94b,中国古典舞-剑舞,1,60,culture,medium,免费 | 文化复兴,4 | 5 | 7,crown | root,inward | active,1.0,False,HAF 2025
haf-2025-88bc852750b6,九频共舞：数字能量音疗瑜伽工作坊,1,60,sound,high,身心共振,2 | 5 | 6,throat | root,inward | active,1.0,False,HAF 2025
haf-2025-a6a3aac20d41,五运茶道 — 安顿元神,1,60,culture,medium,文化复兴,4 | 9 | 7,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-a73fe3e52b56,亲子曼陀罗艺术疗愈工作坊,1,60,creative,medium,亲子 | 身心共振,6 | 2 | 3,heart | sacral,outward | active,1.0,False,HAF 2025
haf-2025-7faea3799234,从香气遇见完整的我,1,60,culture,medium,五感苏醒,5 | 2 | 3,sacral | crown,outward | calm,1.0,False,HAF 2025
haf-2025-8e5a3a0e57b8,以植物香气滋养精力 — 做美好而有力量的自己,1,60,culture,medium,五感苏醒,5 | 8 | 2,sacral | solar_plexus,outward | calm,1.0,False,HAF 2025
haf-2025-a423573082d8,以武入道，快速恢复灵力,1,60,breathwork,medium,呼吸之间,4 | 7 | 5,crown | root,inward | calm,1.0,False,HAF 2025
haf-2025-d6c434200abc,体态评估与肌肉骨骼修复,1,60,lecture,medium,身心共振,6 | 2,heart | root,inward | calm,0.5,True,HAF 2025
haf-2025-bb9218b9723a,你也可以成为一名催眠师,1,60,creative,medium,潜意识解密,7 | 3 | 9,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-9a69fad72540,催眠即催醒,1,60,dialogue,medium,潜意识解密,7 | 1 | 3,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-8fde786a43a5,光与音之高频宇宙意识之旅,1,60,sound,medium,免费 | 身心共振,3 | 5 | 6,crown | heart,inward | calm,1.0,False,HAF 2025
haf-2025-7ae02a255e3e,光冥想 Light Meditation (Bilingual中英双语),1,60,meditation,medium,五感苏醒 | 双语,5 | 7 | 3,sacral | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-8180781e7777,六如学堂,1,60,culture,medium,文化复兴,4 | 3 | 5,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-a03421584e7a,内观流疗愈 Inside Flow Healing,1,60,meditation,medium,情绪密码 | 身心共振,6 | 2 | 7,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-b184d984378b,冥想呼吸净化法-从呼吸进入心灵,1,60,breathwork,medium,呼吸之间,7 | 4,root | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-131fde982e7a,《动态平衡之翻滚》动中觉察工作坊,1,60,breathwork,medium,身心共振,7 | 6 | 2,third_eye | root,inward | active,1.0,False,HAF 2025
haf-2025-4e0c95d58d75,动物图腾能量唐卡,1,60,creative,medium,潜意识解密,7 | 2 | 3,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-6b9fd166535a,北欧魔法时光机 — 卢恩符文的古老智慧,1,60,dialogue,medium,潜意识解密,7 | 5 | 9,crown | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-5b4b556abc48,占星与九紫离火大运,1,60,dialogue,medium,潜意识解密,7 | 8 | 9,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-26e0580c82e2,占星催眠,1,60,guided_practice,medium,潜意识解密,7 | 1 | 5,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-a24c94bf9536,原创歌曲 Original Songs,1,60,creative,medium,免费 | 双语 | 身心共振,6 | 2 | 3,heart | sacral,inward | active,0.75,False,HAF 2025
haf-2025-f7b7577591fc,古琴演奏,2,60,culture,medium,免费 | 文化复兴,4 | 5 | 9,crown | root,inward | calm,1.0,False,HAF 2025
haf-2025-0b61f07bbac4,古老的母系传递｜回归,1,60,breathwork,medium,免费 | 身心共振,6 | 2 | 4,heart | root,inward | calm,0.75,False,HAF 2025
haf-2025-598a502aa7ab,合一气功 Unity Qigong (Bilingual 中英双语),1,60,meditation,medium,双语 | 身心共振,6 | 1 | 2,heart | crown,inward | active,0.75,False,HAF 2025
haf-2025-02c5232f2aeb,【听琴去】— 清净在音闻,1,60,meditation,medium,身心共振,6 | 2,crown | heart,inward | calm,0.5,False,HAF 2025
haf-2025-79e72cf74816,听见毛孩子的心-宠物沟通工作坊,1,60,dialogue,medium,情绪密码,2 | 6 | 1,heart | throat,outward | active,1.0,False,HAF 2025
haf-2025-38bdaf3f855c,呼吸与传统瑜伽,1,60,breathwork,medium,免费 | 呼吸之间,4 | 3 | 7,root | crown,inward | calm,1.0,False,HAF 2025
haf-2025-a2241acbfade,呼吸里的减法，你会呼吸吗？,1,60,breathwork,medium,呼吸之间,4 | 7,root | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-7f2898151e30,唐卡绘画疗愈工坊,1,60,creative,medium,五感苏醒,3 | 5 | 6,sacral | heart,outward | calm,1.0,False,HAF 2025
haf-2025-5629a9ea7f1e,唤醒Power手碟共创演奏会,1,60,lecture,medium,身心共振,6 | 1 | 2,heart | root,inward | calm,0.75,False,HAF 2025
haf-2025-66197f5ed332,唤醒脊柱 — 立脊若松,1,60,guided_practice,medium,免费 | 身心共振,6 | 2,root | heart,inward | calm,0.75,False,HAF 2025
haf-2025-f7538705e254,唤醒觉察,1,60,lecture,medium,免费 | 身心共振,7 | 2 | 6,third_eye | heart,inward | calm,1.0,False,HAF 2025
haf-2025-af533b6d5cbb,喜悦唱诵音乐会,1,60,sound,medium,免费 | 身心共振,3 | 6 | 2,throat | heart,inward | calm,1.0,False,HAF 2025
haf-2025-57008f709064,嗓音疗愈 Vocal Toning,1,60,sound,medium,免费 | 双语 | 身心共振,6 | 2 | 3,heart | throat,inward | calm,1.0,False,HAF 2025
haf-2025-0f162210b6de,嗓音疗愈工作坊Wellness Sound Session,1,60,sound,high,双语 | 身心共振,6 | 3 | 1,heart | throat,inward | active,1.0,False,HAF 2025
haf-2025-3042d828f341,噢姆唱诵（OM Chanting）,1,60,sound,high,身心共振,6 | 2 | 3,throat | heart,inward | active,1.0,False,HAF 2025
haf-2025-67e76843095b,圣殿之光(唤醒内在生命力),1,60,lecture,medium,身心共振,9 | 6 | 2,crown | heart,inward | calm,1.0,False,HAF 2025
haf-2025-705000ed4e00,圣殿之光 — 彻夜铜锣浴,1,60,sound,medium,身心共振,6 | 2 | 8,throat | heart,inward | calm,1.0,False,HAF 2025
haf-2025-6111ac0dce28,在城市与自然相遇,1,60,breathwork,medium,五感苏醒,5 | 3,sacral | root,outward | calm,0.917,False,HAF 2025
haf-2025-d3dcb5684582,在故事中相遇，在扮演中共鸣——探索自我内在情感阈值，感受灵魂的共振,1,60,lecture,medium,身心共振,5 | 1 | 6,sacral | heart,inward | active,1.0,False,HAF 2025
haf-2025-8b1e6adb0273,坐式八段锦 — 五行音疗调养,1,60,sound,medium,身心共振,6 | 1 | 2,root | throat,inward | calm,0.917,False,HAF 2025
haf-2025-544b057c09f2,多棱镜面具工作坊 — 探索未知的防御,1,60,creative,high,潜意识解密,5 | 7 | 1,third_eye | crown,inward | active,1.0,False,HAF 2025
haf-2025-773945bdfcb3,大舞,1,60,movement,medium,免费 | 身心共振,6 | 2 | 3,heart | root,inward | active,0.833,False,HAF 2025
haf-2025-8add1eeeee21,女性圈（双语）Women's Circle,1,60,culture,medium,双语,1 | 2 | 4,sacral | crown,inward | active,0.583,False,HAF 2025
haf-2025-7361b1a1656d,她的心声,1,60,dialogue,medium,身心共振,6 | 3 | 1,heart | throat,inward | calm,0.75,False,HAF 2025
haf-2025-a90db7b6de0c,好眠 — 传统坐式八段锦,1,60,culture,medium,文化复兴,4 | 9,crown | root,inward | calm,1.0,False,HAF 2025
haf-2025-1f5bb9861053,如何带领老人群体开展正念练习,1,60,meditation,medium,身心共振,4 | 5 | 6,third_eye | heart,inward | active,1.0,False,HAF 2025
haf-2025-fa59228fbf10,如何用“真疗愈沙龙”轻松做到引流即变现,1,60,dialogue,medium,情绪密码,6 | 2 | 3,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-cac3cbd0969a,存在之美 — 音声清松：音疗里的深度放松,1,60,sound,medium,身心共振,6 | 2,throat | heart,inward | calm,1.0,False,HAF 2025
haf-2025-b1e13928fa8c,存在的力量｜从神经科学的角度重新疗愈自己,1,60,breathwork,medium,呼吸之间,8 | 6 | 4,solar_plexus | heart,inward | calm,1.0,False,HAF 2025
haf-2025-548f99dd6d25,安通围圈-安住当下，心无挂碍; 正念沟通，临在同在,1,60,dialogue,medium,情绪密码,6 | 2 | 7,heart | third_eye,outward | calm,1.0,False,HAF 2025
haf-2025-8f36f2a7d261,家庭关系疗愈,1,60,dialogue,medium,情绪密码,6 | 2 | 1,heart | sacral,outward | calm,1.0,False,HAF 2025
haf-2025-6909c41df394,家庭关系的伦理迷宫,1,60,dialogue,medium,亲子,6 | 2 | 5,heart | sacral,outward | calm,1.0,False,HAF 2025
haf-2025-258d64e540ed,小笠原流煎茶道,2,60,culture,medium,文化复兴,4 | 1 | 5,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-e091a680b8a4,尼泊尔导师Rajiv Pandey印度风琴曼陀罗唱诵,1,60,creative,high,身心共振,6 | 2 | 3,throat | third_eye,inward | active,1.0,False,HAF 2025
haf-2025-783420712b1e,工夫茶实验室：解锁你的第一道茶灵气,3,60,culture,medium,文化复兴,4 | 5 | 9,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-f19f02551862,《当手碟遇见诗》——即兴声音诗歌实验室,1,60,sound,medium,免费 | 身心共振,3 | 5 | 6,throat | heart,outward | calm,1.0,False,HAF 2025
haf-2025-1ba53227cb32,心之回响 — 自然之韵：手碟唱诵自然疗愈音乐会,1,60,sound,medium,身心共振,3 | 6 | 2,throat | heart,inward | calm,1.0,False,HAF 2025
haf-2025-791ded7311de,心流舞绘 — 本我之相,1,60,creative,medium,免费 | 潜意识解密,7 | 3 | 9,third_eye | crown,inward | active,1.0,False,HAF 2025
haf-2025-13499a34a49d,心的力量,1,60,culture,medium,免费 | 文化复兴,4 | 8 | 3,crown | solar_plexus,inward | calm,0.917,False,HAF 2025
haf-2025-875f288fa7f4,心道茶疗：静心品茶，启开心门，见自己,1,60,culture,medium,身心共振,7 | 6 | 1,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-74f507f91110,快乐呼吸之双肺胸廓弹性流动,1,60,breathwork,medium,呼吸之间,5 | 4 | 7,sacral | root,inward | calm,1.0,False,HAF 2025
haf-2025-80b898bb76d9,快乐消化系统之助眠流动,1,60,meditation,medium,身心共振,5 | 6 | 2,root | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-e6a54691ca80,情商的种子,1,60,dialogue,medium,亲子 | 情绪密码,2 | 6 | 3,heart | sacral,outward | calm,1.0,False,HAF 2025
haf-2025-ba5b02099300,情绪彩绘解压工作坊,1,60,creative,high,情绪密码 | 潜意识解密,7 | 3 | 9,heart | third_eye,inward | active,1.0,False,HAF 2025
haf-2025-36f20e55b2e9,情绪调色盘,1,60,creative,medium,情绪密码,2 | 3 | 5,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-241e38a89f9a,情绪释放沙龙,1,60,dialogue,medium,情绪密码,2 | 6 | 8,heart | solar_plexus,inward | calm,1.0,False,HAF 2025
haf-2025-d176e80878bf,意识唱诵疗愈/ Consciousness Chanting & Healing,1,60,sound,medium,亲子 | 双语 | 呼吸之间,6 | 4 | 2,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-22332529fb7f,《我的双轨人生：从管理500人到影响8万人的能量心法！》,1,60,dialogue,medium,免费 | 身心共振,6 | 2 | 3,heart | root,inward | calm,0.667,False,HAF 2025
haf-2025-062196817502,手碟Loop 乐队表演,1,60,creative,high,免费 | 身心共振,6 | 2 | 3,heart | solar_plexus,inward | active,0.75,False,HAF 2025
haf-2025-227d71c15ae9,手碟唱诵疗愈 巴利文 慈心禅,1,60,sound,medium,免费 | 身心共振,6 | 2 | 3,heart | throat,inward | calm,1.0,False,HAF 2025
haf-2025-70652833c635,手碟梵文唱诵,2,60,sound,medium,免费 | 身心共振,3 | 6 | 2,throat | heart,inward | active,1.0,False,HAF 2025
haf-2025-63475742b995,打开你的超感知力,1,60,lecture,medium,情绪密码,2 | 5 | 6,heart | crown,inward | calm,0.917,False,HAF 2025
haf-2025-9102a9192583,打破限制信念：发掘内在潜质,1,60,movement,medium,潜意识解密,7 | 1 | 5,third_eye | crown,inward | active,1.0,False,HAF 2025
haf-2025-0de59ee8142d,把情绪调成光 — 植物精油魔法瓶工作坊,1,60,creative,high,情绪密码,2 | 6 | 5,heart | sacral,inward | active,1.0,False,HAF 2025
haf-2025-dd62f09fd72a,探索心灵模型,1,60,culture,medium,潜意识解密,7 | 5 | 1,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-acc868dd85c4,揭开心灵面具：卸下防御机制,1,60,lecture,medium,情绪密码,2 | 1 | 3,heart | root,inward | calm,0.917,False,HAF 2025
haf-2025-a8b13f7064d0,改写你的潜意识,1,60,creative,medium,潜意识解密,7 | 3 | 9,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-9cbb55d2f672,无伴奏手碟,1,60,breathwork,medium,免费 | 身心共振,6 | 2 | 3,heart | root,inward | calm,0.75,False,HAF 2025
haf-2025-121f302b7c5e,无执着摄影疗愈工作坊（双语）Non-attachment Photography Healing Workshop,1,60,creative,high,双语 | 情绪密码,6 | 2 | 3,heart | sacral,inward | active,1.0,False,HAF 2025
haf-2025-138712e4a5d5,昆达里尼瑜伽,1,60,movement,high,免费 | 身心共振,6 | 2 | 9,root | heart,inward | active,0.917,False,HAF 2025
haf-2025-efd50c25ac81,明代烹茶局：穿越一场文人茶宴,2,60,culture,medium,文化复兴,4 | 5 | 6,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-61508a887a11,易学好用的生命疗愈树,1,60,lecture,medium,情绪密码,6 | 9 | 2,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-df52f5ccba0d,星际传讯：一场关于生命、生意与觉醒的对话,1,60,dialogue,medium,免费 | 身心共振,2 | 9 | 6,crown | throat,outward | calm,1.0,False,HAF 2025
haf-2025-c43602f69486,曼陀罗唱诵,2,60,sound,medium,免费 | 情绪密码 | 身心共振,2 | 6 | 9,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-ac02862d9944,曼陀罗唱诵音乐会：内在探索 丰盛与圆满,1,60,sound,medium,身心共振,9 | 3 | 5,throat | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-54b983b14299,松醒之间｜觉开关®️沉浸式体验,1,60,breathwork,medium,呼吸之间,5 | 4 | 7,root | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-c08d7d25230d,果壳排铃制作 — 探寻声音的力量,1,60,sound,medium,五感苏醒,3 | 5 | 8,sacral | throat,outward | active,1.0,False,HAF 2025
haf-2025-609deebca39b,梵音润心,1,60,sound,medium,身心共振,6 | 2 | 8,heart | root,inward | calm,0.5,False,HAF 2025
haf-2025-6f591ba6c933,【樂樂藥療】茶道音乐剧,2,60,culture,medium,文化复兴,3 | 4 | 6,crown | throat,inward | calm,1.0,False,HAF 2025
haf-2025-5ebabd56e25a,正念七脉轮芳香疗愈,1,60,culture,medium,五感苏醒 | 呼吸之间,5 | 6 | 3,sacral | heart,inward | calm,1.0,False,HAF 2025
haf-2025-520b9d2c0e47,正念冥想 — 向内看,1,60,meditation,medium,呼吸之间,7 | 4 | 1,third_eye | root,inward | calm,1.0,False,HAF 2025
haf-2025-5a2fc1232bfa,正念自我关怀,1,60,meditation,medium,情绪密码,1 | 6 | 2,heart | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-de206511ab56,正念茶修，文人茶道,2,60,culture,medium,文化复兴,4 | 9 | 5,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-a5e07bc9cdcd,气功疗愈 — 非遗传人带你增阳气，贯通天地能量,1,60,culture,medium,身心共振,6 | 4 | 5,heart | root,inward | calm,1.0,False,HAF 2025
haf-2025-99ca145d26c3,水晶曼陀罗工坊,1,60,creative,medium,免费 | 身心共振,6 | 3 | 7,sacral | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-c17e857c55e9,水晶月光宝盒,1,60,culture,medium,文化复兴,4 | 2 | 6,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-ce950f26db11,汲古焕新 — 非遗宋代点茶雅集,4,60,culture,medium,免费 | 文化复兴,4 | 2 | 5,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-c23d03d0bef1,沟通之桥,1,60,dialogue,medium,亲子 | 双语 | 情绪密码,2 | 6 | 3,heart | throat,outward | calm,1.0,False,HAF 2025
haf-2025-b0b76afe2de1,海岛自然音愈会,1,60,sound,medium,五感苏醒 | 免费 | 身心共振,5 | 6 | 2,sacral | root,inward | calm,1.0,False,HAF 2025
haf-2025-83456302c4f9,《润·万物》⾮⾳⾃然⾳乐会,1,60,sound,medium,身心共振,6 | 4 | 2,heart | root,inward | calm,0.917,False,HAF 2025
haf-2025-1b51e1e98180,溯本求源 — 找回属于自己的身体,1,60,guided_practice,medium,身心共振,4 | 6 | 1,root | heart,inward | calm,1.0,False,HAF 2025
haf-2025-ae2f33abb049,潜意识编程 — 爱的呼吸,1,60,breathwork,medium,潜意识解密,7 | 6 | 2,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-6fe7c5d08fe8,潜意识解码：走出焦虑，进入内在安宁,1,60,lecture,medium,潜意识解密,7 | 9 | 4,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-a8e23031e063,炼金水晶钵：敲开意识调频的声音密钥,1,60,sound,medium,身心共振,3 | 6 | 2,crown | throat,inward | calm,1.0,False,HAF 2025
haf-2025-c987e59013ea,照见自我，拥抱内在小孩，让爱流动突破关系卡点,1,60,dialogue,medium,潜意识解密,1 | 2 | 5,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-0f3c0608e926,燃脂搏击,1,60,movement,medium,免费 | 身心共振,6 | 2 | 3,root | heart,inward | active,0.667,False,HAF 2025
haf-2025-3d4b5c7e5aa7,爱自己，从每日芳香生活开启,1,60,culture,medium,情绪密码,6 | 2 | 1,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-ef0ddf0498fe,环境能量入门课：90分钟看懂风水背后的智慧,1,60,culture,medium,免费 | 文化复兴,4 | 7 | 9,crown | sacral,inward | active,1.0,False,HAF 2025
haf-2025-ebcf0569f7ed,琴载道 以茶入禅 — 用中国传统非遗古琴文化与禅茶相结合疗愈身心,1,60,culture,medium,文化复兴,4 | 6 | 9,crown | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-9629941b9759,琴道养生 — 源于天地的正音,1,60,culture,medium,文化复兴,4 | 9,crown | root,inward | calm,1.0,False,HAF 2025
haf-2025-b88dbddaef99,瑜伽重置，身体与内在链接,1,60,movement,medium,身心共振,4 | 6 | 2,root | heart,inward | active,1.0,False,HAF 2025
haf-2025-839e0830f45d,瓦釜雷鸣的真理——内视自我与自然表达,1,60,lecture,medium,情绪密码,1 | 3 | 2,heart | root,inward | calm,1.0,False,HAF 2025
haf-2025-9191a66cd8bd,生命之书工作坊,1,60,dialogue,high,潜意识解密,9 | 7 | 1,crown | third_eye,inward | active,1.0,False,HAF 2025
haf-2025-3b480f3830c4,生命科学运动之疼痛，呼吸，情绪,1,60,breathwork,medium,免费 | 情绪密码,9 | 2 | 6,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-31e79ca048c3,疗愈力赋能百业的底层运作,1,60,lecture,medium,情绪密码,6 | 2 | 8,heart | sacral,inward | calm,1.0,False,HAF 2025
haf-2025-87acf3a22289,疗愈塔罗牌 — 绘制生命曲线，解锁你的个人定位,1,60,dialogue,medium,潜意识解密,7 | 9 | 6,crown | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-c2ce7e5fdba1,疗愈塔罗牌 | 行者的旅程——书写自我觉醒故事,1,60,meditation,medium,潜意识解密,7 | 1 | 6,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-a12847eaa9f3,《疗愈师百万变现力》,1,60,culture,medium,情绪密码 | 文化复兴,6 | 4 | 2,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-1f7c103fe821,疗愈心轮 — 神圣可可仪式,1,60,creative,medium,潜意识解密,6 | 7 | 2,heart | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-60e7062c2951,疗愈水晶分享,1,60,dialogue,medium,免费 | 文化复兴,3 | 4 | 6,crown | sacral,outward | calm,1.0,False,HAF 2025
haf-2025-f157e8faadab,疗愈电子音乐会,1,60,sound,medium,免费 | 身心共振,6 | 3 | 9,throat | heart,inward | calm,1.0,False,HAF 2025
haf-2025-cc7ec3bb856a,睡眠减压沙龙,1,60,breathwork,medium,呼吸之间 | 情绪密码,4 | 2 | 6,root | heart,inward | calm,1.0,False,HAF 2025
haf-2025-14fec5da90aa,私域创业守业吸金法则,1,60,culture,medium,免费 | 文化复兴,4 | 3 | 9,crown | throat,inward | calm,0.917,False,HAF 2025
haf-2025-9ebc38db3ed8,《私域：新媒体时代下最保值的资产》,1,60,culture,medium,免费 | 文化复兴,4 | 3 | 9,crown | throat,inward | calm,0.917,False,HAF 2025
haf-2025-963717d5905e,纬度美学，健康从心开始,1,60,creative,medium,身心共振,3 | 1 | 2,sacral | heart,inward | calm,1.0,False,HAF 2025
haf-2025-fee42e762fa1,聆听内在 — 共生之旅,1,60,sound,medium,身心共振,2 | 6 | 1,heart | throat,inward | calm,1.0,False,HAF 2025
haf-2025-ab630a5bdc49,肚皮舞的基本动作分解,1,60,lecture,high,身心共振,6 | 1 | 2,root | sacral,inward | active,1.0,False,HAF 2025
haf-2025-1ec08fd70dae,能量的自我保护 Energy Self Protection (Bilingual 中英双语),1,60,lecture,medium,双语 | 情绪密码,1 | 2 | 6,heart | crown,inward | calm,1.0,False,HAF 2025
haf-2025-def3b5b94a94,脉轮与自我成长,1,60,lecture,medium,双语 | 潜意识解密,7 | 1 | 5,third_eye | crown,inward | calm,1.0,False,HAF 2025
haf-2025-838fa37787fc,脉轮觉知 — 解命运,1,60,dialogue,medium,潜意识解密,7 | 6 | 2,heart | third_eye,inward | calm,1.0,False,HAF 2025
haf-2025-f6edcdb1ca25,脊柱健康,1,60,lecture,medium,免费 | 身心共振,6 | 2 | 4,root | heart,inward | calm,0.75,False,HAF 2025
